time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-21T09:30:49.850Z,19.4015007,-155.2514954,1.04,2.66,ml,13,157,0.01317,0.26,hv,hv70820351,2019-02-21T09:36:32.050Z,"3km SSW of Volcano, Hawaii",earthquake,0.63,0.66,0.18,3,automatic,hv,hv
2019-02-21T08:52:20.630Z,52.3991,-168.539,28.9,4.2,mb,,183,1.897,1.18,us,us2000jl1p,2019-02-21T09:16:17.040Z,"63km SSE of Nikolski, Alaska",earthquake,9,8.4,0.071,54,reviewed,us,us
2019-02-21T08:52:03.720Z,13.4555,-89.7135,65.01,4.2,mb,,151,0.998,1.11,us,us2000jl1r,2019-02-21T09:28:40.688Z,"19km SE of Acajutla, El Salvador",earthquake,7.7,16.3,0.104,26,reviewed,us,us
2019-02-21T07:37:49.560Z,-20.8504,-70.6929,12.23,4.5,mb,,142,0.557,0.61,us,us2000jl0v,2019-02-21T07:55:14.040Z,"90km SW of Iquique, Chile",earthquake,4.5,2.4,0.145,14,reviewed,us,us
2019-02-21T06:57:25.030Z,66.3192,-157.2529,11.91,3.5,ml,,108,0.188,0.39,us,us2000jl0b,2019-02-21T07:34:19.040Z,"67km SSW of Kobuk, Alaska",earthquake,5.4,6.9,0.046,62,reviewed,us,us
2019-02-21T06:45:51.501Z,61.7161,-142.086,21.2,2.5,ml,,,,0.94,ak,ak0192e3sdkx,2019-02-21T06:50:46.001Z,"126km E of Chitina, Alaska",earthquake,,1.4,,,automatic,ak,ak
2019-02-21T06:45:40.740Z,60.6142,-146.2439,250,2.5,ml,,,,0.88,ak,ak0192e3sdn7,2019-02-21T06:50:45.372Z,"27km WNW of Cordova, Alaska",earthquake,,4.9,,,automatic,ak,ak
2019-02-21T06:45:28.034Z,59.5346,-152.9772,250,2.6,ml,,,,0.89,ak,ak0192e3sbu1,2019-02-21T06:50:44.684Z,"70km WSW of Anchor Point, Alaska",earthquake,,2.6,,,automatic,ak,ak
2019-02-21T06:45:27.280Z,60.489,-152.338,85.7,2.8,ml,,,,1.11,ak,ak0192e3scmw,2019-02-21T06:50:46.623Z,"22km E of Redoubt Volcano, Alaska",earthquake,,2.4,,,automatic,ak,ak
2019-02-21T06:45:18.941Z,58.1194,-155.5104,250,2.8,ml,,,,0.94,ak,ak0192e3s6wl,2019-02-21T06:52:27.209Z,"92km SE of King Salmon, Alaska",earthquake,,4.7,,,automatic,ak,ak
2019-02-21T06:34:39.760Z,-20.8603,-178.8272,616.55,5.6,mww,,39,4.276,1.02,us,us2000jkzu,2019-02-21T08:37:21.731Z,"26km SSW of Ndoi Island, Fiji",earthquake,10.4,5.3,0.073,18,reviewed,us,us
2019-02-21T05:42:01.940Z,52.2704,160.5137,35,4.4,mb,,169,1.363,0.83,us,us2000jkzc,2019-02-21T06:13:20.040Z,"152km ESE of Petropavlovsk-Kamchatskiy, Russia",earthquake,3.5,2,0.082,43,reviewed,us,us
2019-02-21T03:08:38.150Z,40.4673333,-111.9455,6.48,2.52,ml,41,41,0.0139,0.21,uu,uu60313672,2019-02-21T09:33:39.860Z,"2km SSW of Bluffdale, Utah",earthquake,0.39,1.03,0.226,12,reviewed,uu,uu
2019-02-21T02:50:44.390Z,19.612,-65.9635,100,3.19,md,4,328,1.5949,0.24,pr,pr2019052002,2019-02-21T05:01:42.910Z,"127km N of San Juan, Puerto Rico",earthquake,9.59,18.4,0.28,4,reviewed,pr,pr
2019-02-21T02:11:41.920Z,28.5432,129.9889,35,4.9,mb,,63,2.282,0.99,us,us2000jky2,2019-02-21T02:24:38.040Z,"53km ENE of Naze, Japan",earthquake,3.9,2,0.086,43,reviewed,us,us
2019-02-21T00:42:26.770Z,-24.3006,-67.1511,192.98,4.5,mb,,59,1.64,1.23,us,us2000jkxd,2019-02-21T00:57:35.040Z,"85km W of San Antonio de los Cobres, Argentina",earthquake,5.1,9.2,0.145,14,reviewed,us,us
2019-02-20T23:36:58.120Z,18.1358,-67.892,28,2.84,md,3,339,0.793,0.42,pr,pr2019051012,2019-02-21T05:01:05.990Z,"71km WSW of Rincon, Puerto Rico",earthquake,6.25,26.89,0.06,3,reviewed,pr,pr
2019-02-20T22:32:00.250Z,31.6507,-104.2084,5,2.7,mb_lg,,69,0.32,0.33,us,us2000jkvr,2019-02-20T22:50:05.040Z,"58km W of Mentone, Texas",earthquake,1.4,1.9,0.109,30,reviewed,us,us
2019-02-20T21:22:15.780Z,38.0755,-118.8888333,9.02,2.67,md,35,45,0.091,0.06,nc,nc73143811,2019-02-21T04:12:03.840Z,"19km SE of Bodie, CA",earthquake,0.19,0.68,0.274,33,reviewed,nc,nc
2019-02-20T18:27:36.288Z,63.373,-151.2338,7.2,2.6,ml,,,,0.85,ak,ak0192cnad67,2019-02-20T18:32:37.190Z,"114km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-20T18:23:29.940Z,39.7018,26.3823,10,5.1,mww,,37,1.209,1.15,us,us2000jkr3,2019-02-21T08:02:15.130Z,"9km SSE of Ezine, Turkey",earthquake,5.3,1.8,0.062,25,reviewed,us,us
2019-02-20T17:19:56.700Z,18.2093,-67.6068,137,2.97,md,8,177,0.2167,0.41,pr,pr2019051010,2019-02-20T20:00:00.317Z,"40km WSW of Rincon, Puerto Rico",earthquake,4.57,2.27,0.1,7,reviewed,pr,pr
2019-02-20T14:45:24.130Z,-5.4317,151.6642,35,4.9,mb,,95,1.329,0.73,us,us2000jkni,2019-02-20T15:03:02.040Z,"136km SSW of Kokopo, Papua New Guinea",earthquake,12.5,2,0.104,29,reviewed,us,us
2019-02-20T12:33:17.490Z,14.6779,53.7136,10,5,mb,,66,10.479,0.76,us,us2000jkm5,2019-02-20T21:00:23.040Z,"200km ESE of Haswayn, Yemen",earthquake,10.5,1.9,0.059,90,reviewed,us,us
2019-02-20T12:16:08.250Z,18.7788,-64.7455,74,3.32,md,6,338,1.2738,0.22,pr,pr2019051007,2019-02-20T16:01:59.153Z,"42km NNW of Road Town, British Virgin Islands",earthquake,4.33,10.8,0.32,5,reviewed,pr,pr
2019-02-20T11:51:00.390Z,31.6582,-104.3839,5,2.9,mb_lg,,134,0.406,0.45,us,us2000jklt,2019-02-20T12:00:08.040Z,"74km SSW of Loving, New Mexico",earthquake,2.2,1.8,0.069,54,reviewed,us,us
2019-02-20T10:43:25.060Z,34.665,24.069,43.63,4.4,mb,,195,0.917,0.98,us,us2000jkkm,2019-02-20T10:59:20.040Z,"72km SSE of Palaiochora, Greece",earthquake,7.2,12.3,0.115,22,reviewed,us,us
2019-02-20T10:22:33.520Z,-24.1989,-66.9466,188.33,4.4,mb,,56,1.678,1.19,us,us2000jkkb,2019-02-20T12:11:13.040Z,"63km W of San Antonio de los Cobres, Argentina",earthquake,5.7,6.8,0.149,13,reviewed,us,us
2019-02-20T09:05:42.220Z,19.1925,99.6261,10,4.6,mb,,49,0.746,0.63,us,us2000jkje,2019-02-21T08:45:14.994Z,"5km N of Wang Nuea, Thailand",earthquake,2.6,1.9,0.098,31,reviewed,us,us
2019-02-20T08:17:58.180Z,40.2831667,-124.5468333,21.4,2.47,md,18,261,0.2025,0.21,nc,nc73143691,2019-02-21T04:27:04.933Z,"23km WSW of Petrolia, CA",earthquake,1.02,0.51,0.144,14,reviewed,nc,nc
2019-02-20T07:05:35.350Z,38.7375,-112.4965,8.22,4.04,ml,27,45,0.1335,0.18,uu,uu60313397,2019-02-21T07:22:03.768Z,"29km SW of Fillmore, Utah",earthquake,0.33,0.6,0.137,22,reviewed,uu,uu
2019-02-20T06:50:46.550Z,-6.8599,129.1905,205.75,4.6,mb,,80,4.96,0.96,us,us2000jkh7,2019-02-20T07:06:07.040Z,"263km WNW of Saumlaki, Indonesia",earthquake,9.3,9.8,0.129,18,reviewed,us,us
2019-02-20T06:16:41.118Z,59.2954,-153.6466,110.6,3.9,ml,,,,0.65,ak,ak0192cg2tci,2019-02-20T22:28:33.893Z,"83km ESE of Old Iliamna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-02-20T06:15:27.796Z,61.3002,-146.9302,20.1,3.5,ml,,,,0.75,ak,ak0192cg2kp4,2019-02-20T06:21:40.068Z,"36km WNW of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-20T06:02:55.820Z,19.5388,-64.8191,75,3.34,md,17,315,1.7353,0.61,pr,pr2019051003,2019-02-20T06:38:27.796Z,"126km N of Road Town, British Virgin Islands",earthquake,7.44,21.36,0.35,12,reviewed,pr,pr
2019-02-20T06:00:44.800Z,19.5455,-64.8881,90,3.11,md,13,313,1.7007,0.7,pr,pr2019051006,2019-02-20T09:15:39.448Z,"128km NNW of Road Town, British Virgin Islands",earthquake,10.22,23.33,0.34,10,reviewed,pr,pr
2019-02-20T05:47:32.180Z,19.2475,-68.6671,133,3.27,md,11,342,0.7873,0.7,pr,pr2019051005,2019-02-20T09:15:10.960Z,"49km NE of Miches, Dominican Republic",earthquake,12.34,9.56,0.35,10,reviewed,pr,pr
2019-02-20T04:34:54.710Z,19.3955,-64.7811,47,3.1,md,10,317,1.6465,0.28,pr,pr2019051002,2019-02-20T09:14:23.376Z,"109km N of Road Town, British Virgin Islands",earthquake,3.35,18.08,0.38,10,reviewed,pr,pr
2019-02-20T04:06:50.540Z,9.3577,-84.5058,35,3.6,ml,,303,0.749,0.32,us,us2000jkv0,2019-02-20T22:03:03.738Z,"26km SW of Parrita, Costa Rica",earthquake,2.2,2,0.105,12,reviewed,us,us
2019-02-20T03:40:14.080Z,38.5394,97.1523,10.67,4.8,mb,,68,11.473,1,us,us2000jkfm,2019-02-20T03:49:47.040Z,"131km N of Delingha Shi, China",earthquake,8.5,4.4,0.094,36,reviewed,us,us
2019-02-20T03:18:42.360Z,28.2788,130.1991,10,4.8,mb,,121,2.234,0.99,us,us2000jkf9,2019-02-20T03:33:04.040Z,"70km E of Naze, Japan",earthquake,7,1.9,0.088,40,reviewed,us,us
2019-02-20T02:29:34.280Z,29.3006,77.2659,10,4,mb,,198,5.518,0.57,us,us2000jkem,2019-02-20T17:02:24.813Z,"1km S of Kandhla, India",earthquake,13.6,2,0.26,4,reviewed,us,us
2019-02-20T01:35:44.400Z,38.5258,68.9885,10,4.6,mb,,46,0.133,0.68,us,us2000jke0,2019-02-20T12:27:22.954Z,"4km SSW of Kofarnihon, Tajikistan",earthquake,5,1.7,0.067,66,reviewed,us,us
2019-02-20T01:14:38.430Z,51.4229,-176.9651,35,4.1,mb,,152,0.445,0.93,us,us2000jkdp,2019-02-20T03:03:04.040Z,"55km SSW of Adak, Alaska",earthquake,8.7,2,0.084,38,reviewed,us,us
2019-02-20T00:38:12.000Z,19.6965,-65.3431,53,3.22,md,15,300,1.6346,0.57,pr,pr2019051001,2019-02-20T04:59:56.040Z,"148km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.75,27.83,0.54,7,reviewed,pr,pr
2019-02-20T00:15:27.520Z,19.0268,-64.7053,94,3.56,md,6,340,1.4458,0.88,pr,pr2019051000,2019-02-20T03:19:21.040Z,"123km NNW of Road Town, British Virgin Islands",earthquake,17.7,25.7,0.02,2,reviewed,pr,pr
2019-02-20T00:10:39.670Z,0.749,126.1874,36.43,5.6,mww,,45,1.179,1.06,us,us2000jkcy,2019-02-20T21:05:56.040Z,"131km W of Kota Ternate, Indonesia",earthquake,6.2,5.5,0.066,22,reviewed,us,us
2019-02-19T22:39:20.040Z,18.0995,-68.4138,64,2.92,md,3,213,1.3075,0.04,pr,pr2019050016,2019-02-21T04:45:20.040Z,"38km SSE of Boca de Yuma, Dominican Republic",earthquake,1.6,2.49,0.23,3,reviewed,pr,pr
2019-02-19T22:14:20.930Z,37.2775,-121.653,5.88,2.53,md,84,28,0.02448,0.05,nc,nc73143546,2019-02-20T14:24:32.722Z,"16km N of Morgan Hill, CA",earthquake,0.08,0.19,0.143,90,reviewed,nc,nc
2019-02-19T21:33:57.340Z,40.3805,27.0546,10,4.1,mb,,34,0.918,0.85,us,us2000jk8x,2019-02-20T18:39:13.910Z,"23km NW of Biga, Turkey",earthquake,5.2,1.9,0.37,2,reviewed,us,us
2019-02-19T20:41:21.430Z,-37.3054,179.0796,48.2,4.5,mb,,218,0.666,1.02,us,us2000jk7k,2019-02-20T19:48:28.040Z,"176km NNE of Gisborne, New Zealand",earthquake,7.1,9.3,0.157,13,reviewed,us,us
2019-02-19T20:31:17.440Z,38.8183327,-122.7904968,0.74,2.57,md,14,88,0.01101,0.05,nc,nc73143531,2019-02-19T23:03:04.670Z,"5km NNW of The Geysers, CA",earthquake,0.29,0.34,0.07,11,automatic,nc,nc
2019-02-19T19:25:13.133Z,38.0865,-116.8762,14.5,2.5,ml,11,76.22,0.556,0.1543,nn,nn00678260,2019-02-20T22:20:20.272Z,"31km E of Tonopah, Nevada",earthquake,,3.8,0.37,4,reviewed,nn,nn
2019-02-19T19:13:34.561Z,61.4306,-150.0686,9.6,2.7,ml,,,,0.86,ak,ak0192b09g8w,2019-02-20T18:40:58.040Z,"9km S of Big Lake, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-19T18:46:41.000Z,-6.5626,101.7793,10,5.1,mww,,35,2.481,0.76,us,us2000jk4v,2019-02-20T18:25:19.040Z,"277km SW of Kuripan, Indonesia",earthquake,7.4,1.8,0.065,23,reviewed,us,us
2019-02-19T18:08:10.750Z,35.1031,-97.8641,5,3,mb_lg,,78,0.207,0.63,us,us2000jk3v,2019-02-21T00:52:24.965Z,"8km NE of Chickasha, Oklahoma",earthquake,1.4,1.9,0.051,100,reviewed,us,us
2019-02-19T17:33:53.480Z,38.3852,75.1294,114.9,4.4,mb,,61,2.814,1.08,us,us2000jk30,2019-02-20T17:15:08.040Z,"104km ENE of Murghob, Tajikistan",earthquake,6.5,3.6,0.063,72,reviewed,us,us
2019-02-19T17:24:36.880Z,-24.88,179.8471,510.37,4.5,mb,,70,4.778,0.77,us,us2000jk32,2019-02-20T15:15:43.040Z,"South of the Fiji Islands",earthquake,11.4,7.3,0.06,82,reviewed,us,us
2019-02-19T16:55:21.540Z,-7.5201,130.3612,49.41,4.5,mb,,94,1.036,0.53,us,us2000jk27,2019-02-19T17:33:35.040Z,"115km WNW of Saumlaki, Indonesia",earthquake,8.9,11,0.124,19,reviewed,us,us
2019-02-19T16:24:55.060Z,38.8468,141.682,68.99,4.6,mb,,136,1.202,0.98,us,us2000jk1q,2019-02-19T17:20:40.040Z,"25km S of Ofunato, Japan",earthquake,7.9,7.7,0.065,70,reviewed,us,us
2019-02-19T14:13:13.980Z,14.455,-93.0748,35,4.5,mb,,190,1.338,1,us,us2000jjzy,2019-02-19T14:45:47.040Z,"76km WSW of Puerto Madero, Mexico",earthquake,8.7,2,0.044,155,reviewed,us,us
2019-02-19T13:33:39.510Z,-20.9433,168.7027,7.29,4.7,mb,,108,2.03,0.74,us,us2000jjzq,2019-02-19T14:20:43.040Z,"108km NE of Tadine, New Caledonia",earthquake,9.5,6.6,0.108,26,reviewed,us,us
2019-02-19T13:04:32.920Z,64.1444,-162.1733,10,2.5,ml,,80,0.7,0.34,us,us2000jjzj,2019-02-19T14:09:12.040Z,"74km WNW of Unalakleet, Alaska",earthquake,3.4,2,0.128,8,reviewed,us,us
2019-02-19T12:56:54.080Z,4.1144,128.2919,10,4.9,mb,,122,3.446,0.94,us,us2000jjzf,2019-02-19T13:17:55.040Z,"265km N of Tobelo, Indonesia",earthquake,4.5,1.9,0.068,67,reviewed,us,us
2019-02-19T12:51:01.870Z,4.099,128.3606,10,4.9,mb,,114,3.45,0.75,us,us2000jjzc,2019-02-19T13:09:15.040Z,"265km N of Tobelo, Indonesia",earthquake,9.1,1.9,0.075,56,reviewed,us,us
2019-02-19T11:24:54.420Z,-5.7306,129.0633,246.51,4.7,mb,,73,3.151,0.68,us,us2000jjyr,2019-02-19T11:42:26.040Z,"243km S of Saparua, Indonesia",earthquake,7.5,8.9,0.12,22,reviewed,us,us
2019-02-19T11:06:42.930Z,-3.3812,146.994,10,4.6,mb,,145,1.38,1.05,us,us2000jjyj,2019-02-19T11:58:46.040Z,"153km SSW of Lorengau, Papua New Guinea",earthquake,10.5,1.9,0.097,32,reviewed,us,us
2019-02-19T11:06:30.020Z,4.1577,-76.8213,65.5,4.6,mb,,105,2.584,1.05,us,us2000jjyi,2019-02-19T20:52:22.306Z,"38km NE of Buenaventura, Colombia",earthquake,8.2,7.7,0.047,137,reviewed,us,us
2019-02-19T10:26:19.760Z,19.4933333,-155.4848333,4.6,2.98,ml,59,39,0.04509,0.13,hv,hv70817636,2019-02-19T18:42:42.790Z,"26km WNW of Volcano, Hawaii",earthquake,0.25,0.56,0.148,45,reviewed,hv,hv
2019-02-19T09:50:28.370Z,-8.9509,-108.9579,10,4.7,mb,,160,30.231,0.69,us,us2000jjy7,2019-02-19T11:18:27.040Z,"Central East Pacific Rise",earthquake,10.7,1.9,0.074,55,reviewed,us,us
2019-02-19T09:03:24.060Z,18.2091,-68.9935,126,2.93,md,9,191,0.6838,0.59,pr,pr2019050015,2019-02-19T15:04:38.607Z,"24km S of La Romana, Dominican Republic",earthquake,4.61,2.94,0.75,6,reviewed,pr,pr
2019-02-19T08:32:19.310Z,-14.6137,-75.6209,52.37,4.9,mb,,144,2.868,0.99,us,us2000jjx5,2019-02-19T17:30:32.774Z,"46km WSW of Rio Grande, Peru",earthquake,9,7.7,0.037,232,reviewed,us,us
2019-02-19T08:10:27.940Z,-13.534,167.2804,198.33,4.6,mb,,61,8.258,1.01,us,us2000jjwz,2019-02-19T08:31:20.040Z,"48km NW of Sola, Vanuatu",earthquake,10.9,7.3,0.064,73,reviewed,us,us
2019-02-19T07:36:47.380Z,36.0609,-97.6014,2.52,2.7,mb_lg,,29,0.104,0.31,us,us2000jjwp,2019-02-19T15:03:47.482Z,"12km N of Crescent, Oklahoma",earthquake,0.6,5,0.077,44,reviewed,us,us
2019-02-19T07:03:56.010Z,18.961,-65.2528,57,2.97,md,7,331,1.0128,0.18,pr,pr2019050014,2019-02-19T12:25:59.992Z,"73km N of Culebra, Puerto Rico",earthquake,4.48,9.77,0.5,6,reviewed,pr,pr
2019-02-19T06:59:07.306Z,61.8778,-149.3105,3.9,3.3,ml,,,,0.72,ak,ak0192assm4s,2019-02-19T23:25:28.061Z,"15km NNW of Fishhook, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-02-19T06:11:42.870Z,-11.0484,-75.5607,115.52,4.5,mb,,95,1.564,0.66,us,us2000jjw0,2019-02-19T17:30:50.996Z,"24km WNW of San Ramon, Peru",earthquake,8.1,7.9,0.072,56,reviewed,us,us
2019-02-19T05:23:46.570Z,-4.9427,153.3807,50.61,5,mb,,119,1.424,0.74,us,us2000jjve,2019-02-19T05:42:45.040Z,"65km SE of Taron, Papua New Guinea",earthquake,9.8,7.5,0.081,48,reviewed,us,us
2019-02-19T05:09:43.820Z,-28.0074,-71.4511,25.1,4.8,mww,,99,0.386,0.87,us,us2000jjv0,2019-02-20T01:53:18.634Z,"92km NW of Vallenar, Chile",earthquake,5.5,4.5,0.073,18,reviewed,us,us
2019-02-19T03:57:38.540Z,18.892,-65.032,31,2.84,md,13,332,1.1088,0.24,pr,pr2019050008,2019-02-19T07:31:59.852Z,"61km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.76,15.04,0.31,12,reviewed,pr,pr
2019-02-19T03:26:51.870Z,59.4232,-146.8791,0.2,3.5,ml,,,,0.71,ak,ak0192aqtcdq,2019-02-19T03:31:57.017Z,"31km W of Middleton Island, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-19T03:11:10.020Z,-23.9539,-66.6681,191.55,4.8,mb,,53,2.92,1.17,us,us2000jjty,2019-02-19T03:31:38.040Z,"46km NW of San Antonio de los Cobres, Argentina",earthquake,8.5,8.6,0.101,30,reviewed,us,us
2019-02-19T02:05:39.490Z,-21.5493,-174.113,10,5.2,mb,,113,4.635,1.08,us,us2000jjtn,2019-02-19T02:26:36.040Z,"89km ESE of `Ohonua, Tonga",earthquake,12.8,1.9,0.059,96,reviewed,us,us
2019-02-19T01:35:07.180Z,19.4371,-64.828,41,3.3,md,14,311,1.649,0.5,pr,pr2019050006,2019-02-19T05:45:54.262Z,"115km N of Road Town, British Virgin Islands",earthquake,4.17,32.33,0.35,11,reviewed,pr,pr
2019-02-19T01:15:26.900Z,19.4563,-64.9621,69,3.32,md,3,343,1.5854,0.06,pr,pr2019050004,2019-02-19T05:45:44.903Z,"120km NNW of Road Town, British Virgin Islands",earthquake,3.38,7.88,0,1,reviewed,pr,pr
2019-02-19T01:01:15.200Z,19.3651,-64.8396,25,3.02,md,10,337,1.5856,0.35,pr,pr2019050003,2019-02-19T05:45:35.575Z,"107km NNW of Road Town, British Virgin Islands",earthquake,3.03,29.32,0.43,8,reviewed,pr,pr
2019-02-19T00:49:37.610Z,34.0371667,-116.9875,13.49,2.47,ml,117,17,0.115,0.15,ci,ci37534418,2019-02-20T01:49:56.470Z,"5km E of Yucaipa, CA",earthquake,0.11,0.28,0.17,24,reviewed,ci,ci
2019-02-19T00:40:37.240Z,19.3611,-64.7946,35,2.83,md,11,337,1.6116,0.35,pr,pr2019050002,2019-02-19T05:45:27.462Z,"106km N of Road Town, British Virgin Islands",earthquake,3.17,25.68,0.34,7,reviewed,pr,pr
2019-02-19T00:26:44.730Z,53.4495,161.3676,10,4.7,mb,,138,1.688,1.06,us,us2000jjt9,2019-02-19T00:51:24.040Z,"187km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.9,1.9,0.064,73,reviewed,us,us
2019-02-19T00:23:57.960Z,19.0591,-64.4433,24,3.29,md,5,346,1.6782,0.45,pr,pr2019050001,2019-02-19T05:45:19.134Z,"73km NNE of Road Town, British Virgin Islands",earthquake,7.4,38.37,0.04,2,reviewed,pr,pr
2019-02-19T00:01:43.980Z,19.2626,-64.5955,49,3.35,md,3,341,1.6812,0.46,pr,pr2019050000,2019-02-19T05:45:11.903Z,"93km N of Road Town, British Virgin Islands",earthquake,8.18,34.06,0.18,2,reviewed,pr,pr
2019-02-18T23:56:56.310Z,19.6538,-65.08,48,3.2,md,7,336,1.696,0.41,pr,pr2019049015,2019-02-19T05:40:32.814Z,"145km NNW of Road Town, British Virgin Islands",earthquake,6.2,30.31,0.39,3,reviewed,pr,pr
2019-02-18T23:47:35.160Z,19.1908,-64.7348,34,2.9,md,10,338,1.53,0.48,pr,pr2019049014,2019-02-19T05:40:23.647Z,"86km N of Road Town, British Virgin Islands",earthquake,5.73,32.84,0.25,8,reviewed,pr,pr
