time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-18T23:45:08.980Z,19.4165,-64.6808,63,3.4,md,16,319,1.7287,0.42,pr,pr2019049013,2019-02-19T05:40:14.334Z,"110km N of Road Town, British Virgin Islands",earthquake,4.78,16.74,0.4,13,reviewed,pr,pr
2019-02-18T23:38:06.820Z,19.4898,-64.8938,87,4.8,md,23,232,1.6517,0.5,pr,pr2019049011,2019-02-19T15:03:29.856Z,"116km NNW of Road Town, British Virgin Islands",earthquake,4.77,10.44,0.3,17,reviewed,pr,pr
2019-02-18T23:34:48.900Z,37.3916667,-121.5106667,8.12,2.85,md,83,50,0.04715,0.07,nc,nc73143371,2019-02-21T04:58:05.093Z,"28km E of Alum Rock, CA",earthquake,0.09,0.19,0.161,110,reviewed,nc,nc
2019-02-18T23:17:57.340Z,19.3778333,-155.0675,6.3,2.5,ml,42,152,0.0255,0.13,hv,hv70816981,2019-02-18T23:43:36.200Z,"14km S of Fern Acres, Hawaii",earthquake,0.55,0.45,0.158,31,reviewed,hv,hv
2019-02-18T22:11:38.560Z,2.2153,96.1987,10,4.3,mb,,196,1.647,0.76,us,us2000jjqr,2019-02-18T22:32:35.040Z,"35km SW of Sinabang, Indonesia",earthquake,9.5,2,0.142,14,reviewed,us,us
2019-02-18T21:15:57.840Z,-23.3134,-71.1981,10,3.7,ml,,193,1.495,1.17,us,us2000jkbr,2019-02-19T23:12:00.693Z,"89km WNW of Antofagasta, Chile",earthquake,2.9,2,0.077,22,reviewed,us,us
2019-02-18T19:30:22.730Z,-9.5056,112.8624,21.6,5.6,mww,,33,1.637,1,us,us2000jjm5,2019-02-19T22:25:46.040Z,"123km S of Krajan Tambakrejo, Indonesia",earthquake,6.9,3.5,0.073,18,reviewed,us,us
2019-02-18T17:49:50.950Z,2.2479,128.7852,35,4.6,mb,,124,2.039,0.9,us,us2000jjl3,2019-02-18T20:42:53.040Z,"103km NE of Tobelo, Indonesia",earthquake,8.4,2,0.081,45,reviewed,us,us
2019-02-18T17:10:10.038Z,59.7815,-153.4648,126.6,2.5,ml,,,,0.59,ak,ak01929bijeq,2019-02-18T23:46:12.783Z,"81km E of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-18T17:02:46.634Z,61.4116,-149.9472,39.7,4.4,ml,,,,0.58,ak,ak01929bgwg5,2019-02-19T22:35:14.040Z,"9km S of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-02-18T16:31:33.390Z,38.5832,44.1405,10,4.1,mb,,109,0.891,0.64,us,us2000jjk8,2019-02-18T17:33:15.040Z,"7km SSW of Saray, Turkey",earthquake,5.5,1.9,0.116,20,reviewed,us,us
2019-02-18T15:46:42.810Z,-19.1303,-172.8017,10,4.9,mb,,93,2.718,1.24,us,us2000jjjx,2019-02-18T16:38:48.040Z,"135km ESE of Neiafu, Tonga",earthquake,7.5,1.9,0.105,28,reviewed,us,us
2019-02-18T15:16:30.580Z,50.0403,154.6213,144.54,4.8,mb,,135,3.622,0.57,us,us2000jjjt,2019-02-18T15:51:00.040Z,"128km WSW of Severo-Kuril'sk, Russia",earthquake,9.5,7.2,0.031,310,reviewed,us,us
2019-02-18T15:01:35.620Z,-6.5651,129.7822,202.67,4.5,mb,,58,2.06,0.65,us,us2000jjjp,2019-02-18T15:39:37.040Z,"228km NW of Saumlaki, Indonesia",earthquake,9.1,7.3,0.093,34,reviewed,us,us
2019-02-18T13:30:57.119Z,59.2908,-152.4777,62.3,2.5,ml,,,,0.59,ak,ak01929996wb,2019-02-18T21:33:37.905Z,"65km SW of Homer, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-18T12:22:17.370Z,19.3378333,-155.2128333,6.47,2.47,ml,40,69,0.03585,0.1,hv,hv70816216,2019-02-20T08:54:30.040Z,"10km SSE of Volcano, Hawaii",earthquake,0.26,0.55,0.186,29,reviewed,hv,hv
2019-02-18T10:21:08.420Z,18.706,-66.806,93,2.83,md,17,235,0.3589,0.17,pr,pr2019049004,2019-02-20T07:45:44.040Z,"27km N of Hatillo, Puerto Rico",earthquake,1.17,0.72,0.28,16,reviewed,pr,pr
2019-02-18T10:02:12.990Z,17.8951,-67.707,22,2.69,md,5,303,0.5398,0.42,pr,pr2019049005,2019-02-18T12:16:22.890Z,"55km W of Pole Ojea, Puerto Rico",earthquake,2.87,26.34,0.18,3,reviewed,pr,pr
2019-02-18T09:59:42.480Z,38.7411652,-122.7109985,1.28,2.58,md,18,80,0.0473,0.07,nc,nc73143316,2019-02-18T19:21:13.007Z,"4km SSW of Anderson Springs, CA",earthquake,0.25,0.82,0.22,21,automatic,nc,nc
2019-02-18T08:01:11.380Z,30.4473,138.4988,421.99,4.2,mb,,132,2.886,0.78,us,us2000jjgl,2019-02-18T08:35:00.040Z,"Izu Islands, Japan region",earthquake,10.6,8.3,0.052,104,reviewed,us,us
2019-02-18T07:32:18.180Z,25.4348,125.0459,10,4.6,mb,,69,2.083,0.69,us,us2000jjgg,2019-02-18T08:09:54.040Z,"74km NNW of Hirara, Japan",earthquake,6.4,1.9,0.116,22,reviewed,us,us
2019-02-18T04:15:51.190Z,-0.9001,127.3107,32.34,5,mww,,90,1.661,0.9,us,us2000jjfv,2019-02-18T04:34:11.040Z,"63km NW of Laiwui, Indonesia",earthquake,6.1,5.1,0.073,18,reviewed,us,us
2019-02-18T03:42:04.728Z,51.7054,-179.9963,183.3,4.8,mb,,,,0.81,ak,ak019293dbh5,2019-02-18T03:50:18.402Z,"38km SE of Semisopochnoi Island, Alaska",earthquake,,3.8,,,automatic,ak,ak
2019-02-18T03:41:43.910Z,51.1899,179.3535,35,4.8,mb,,135,2.281,0.96,us,us2000jjfh,2019-02-18T03:59:11.040Z,"86km SSW of Semisopochnoi Island, Alaska",earthquake,7.9,2,0.032,297,reviewed,us,us
2019-02-18T03:22:23.770Z,18.9798,-104.4178,35,4.7,mb,,108,3.085,1.28,us,us2000jjf4,2019-02-20T01:26:15.466Z,"13km SW of Manzanillo, Mexico",earthquake,8.2,1.9,0.03,330,reviewed,us,us
2019-02-18T03:06:45.780Z,53.8346,159.864,68.98,4.5,mb,,152,1.09,1.35,us,us2000jjf1,2019-02-18T03:40:00.040Z,"119km NE of Petropavlovsk-Kamchatskiy, Russia",earthquake,10.9,9.2,0.096,32,reviewed,us,us
2019-02-18T02:35:26.090Z,19.218,-67.851,22,2.79,md,9,324,0.9127,0.24,pr,pr2019049003,2019-02-20T04:43:12.040Z,"84km NW of San Antonio, Puerto Rico",earthquake,2.17,20.49,0.35,9,reviewed,pr,pr
2019-02-18T02:01:20.490Z,19.2658,-66.6511,35,2.84,md,3,349,0.9248,0.32,pr,pr2019049002,2019-02-18T05:56:57.392Z,"87km N of Carrizales, Puerto Rico",earthquake,8.81,26.3,0.26,3,reviewed,pr,pr
2019-02-18T01:32:22.860Z,19.1731,-66.5656,48,2.83,md,13,289,0.6969,0.47,pr,pr2019049001,2019-02-20T04:40:41.040Z,"85km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.72,7.7,0.39,12,reviewed,pr,pr
2019-02-18T01:18:12.320Z,1.6778,126.4199,70.32,5,mb,,95,1.306,1.05,us,us2000jje6,2019-02-18T02:10:11.753Z,"140km E of Bitung, Indonesia",earthquake,8,7.1,0.076,55,reviewed,us,us
2019-02-18T00:14:39.980Z,19.2351,-66.5486,25,2.47,md,12,302,0.7582,0.24,pr,pr2019049000,2019-02-18T06:06:10.040Z,"80km NNE of Arecibo, Puerto Rico",earthquake,1.17,15.93,0.17,11,reviewed,pr,pr
2019-02-18T00:05:36.330Z,30.8487,137.1228,489.28,4.5,mb,,117,3.214,0.72,us,us2000jje0,2019-02-18T02:50:56.040Z,"Izu Islands, Japan region",earthquake,10.6,8.9,0.061,80,reviewed,us,us
2019-02-18T00:03:56.990Z,30.8652,137.106,494.63,4.5,mb,,72,3.213,0.7,us,us2000jjdk,2019-02-18T03:03:31.040Z,"Izu Islands, Japan region",earthquake,8.9,6.2,0.037,213,reviewed,us,us
2019-02-17T23:18:54.100Z,-59.879,-25.8795,10,5.1,mb,,46,8.046,0.76,us,us2000jjd0,2019-02-18T03:11:52.040Z,"100km SSE of Bristol Island, South Sandwich Islands",earthquake,10.2,1.7,0.063,83,reviewed,us,us
2019-02-17T22:53:30.830Z,33.4457,76.7342,27.74,4.5,mb,,83,2.901,0.79,us,us2000jjcb,2019-02-19T00:42:26.040Z,"91km E of Kishtwar, India",earthquake,8.1,5.9,0.1,29,reviewed,us,us
2019-02-17T22:45:38.250Z,36.4797,-98.7625,5,2.9,ml,,42,0.016,0.68,us,us2000jjc5,2019-02-17T23:01:13.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.1,1.3,,47,reviewed,ok,ok
2019-02-17T22:40:40.150Z,-4.0817,121.3294,10,4.5,mb,,90,1.825,0.82,us,us2000jjc4,2019-02-19T00:16:00.040Z,"80km SE of Lasusua, Indonesia",earthquake,5.3,1.9,0.101,29,reviewed,us,us
2019-02-17T22:23:39.780Z,-0.1657,124.4245,70.61,4.6,mb,,55,1.867,1,us,us2000jjbu,2019-02-17T22:38:40.040Z,"78km SE of Molibagu, Indonesia",earthquake,7.6,10.1,0.09,37,reviewed,us,us
2019-02-17T21:40:02.030Z,37.3756,20.9947,10,4.4,mb,,129,0.767,1.1,us,us2000jjbi,2019-02-17T22:04:27.040Z,"40km SSE of Lithakia, Greece",earthquake,3.2,1.9,0.1,29,reviewed,us,us
2019-02-17T20:47:29.507Z,63.4759,-149.7631,9.8,2.5,ml,,,,1,ak,ak01927pzavk,2019-02-17T20:54:10.034Z,"41km WNW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-17T20:47:14.190Z,61.8113,-151.7965,231.9,2.8,ml,,,,1.03,ak,ak01927pzay5,2019-02-17T20:51:58.669Z,"93km W of Willow, Alaska",earthquake,,6.8,,,automatic,ak,ak
2019-02-17T20:47:13.558Z,62.6565,-151.8693,249.1,2.6,ml,,,,0.99,ak,ak01927pzgcq,2019-02-17T20:51:58.980Z,"98km WNW of Talkeetna, Alaska",earthquake,,5.3,,,automatic,ak,ak
2019-02-17T20:36:57.120Z,20.67,122.1377,171.24,4.7,mww,,105,2.352,0.95,us,us2000jjb5,2019-02-17T21:06:02.040Z,"30km NE of Basco, Philippines",earthquake,4.7,6.6,0.071,19,reviewed,us,us
2019-02-17T19:22:27.430Z,-20.3387,-177.7004,539.58,4.8,mb,,130,4.774,0.84,us,us2000jjav,2019-02-17T19:38:42.040Z,"109km ENE of Ndoi Island, Fiji",earthquake,11.7,7.5,0.114,24,reviewed,us,us
2019-02-17T19:21:26.650Z,36.4193,141.9268,36.91,4.8,mww,,89,1.708,0.81,us,us2000jjay,2019-02-17T20:10:41.040Z,"112km ESE of Kitaibaraki, Japan",earthquake,8.2,5.4,0.075,17,reviewed,us,us
2019-02-17T19:07:42.330Z,36.5054,22.9237,10,4.8,mww,,91,1.045,1.39,us,us2000jjan,2019-02-18T06:31:13.867Z,"22km SSW of Gefyra, Greece",earthquake,5.3,1.9,0.069,20,reviewed,us,us
2019-02-17T18:03:34.110Z,-17.9886,-177.8539,594.89,4.7,mb,,97,3.669,0.68,us,us2000jjag,2019-02-17T20:06:10.040Z,"Fiji region",earthquake,18,14.6,0.093,35,reviewed,us,us
2019-02-17T17:01:35.890Z,53.7089,161.0614,38.2,4.4,mb,,157,1.6,1.02,us,us2000jja8,2019-02-17T20:29:25.040Z,"176km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,11.3,7.3,0.134,16,reviewed,us,us
2019-02-17T15:47:46.170Z,-31.8796,57.5822,10,4.9,mb,,76,10.791,0.7,us,us2000jj9s,2019-02-18T15:26:27.040Z,"Southwest Indian Ridge",earthquake,11.5,1.9,0.091,38,reviewed,us,us
2019-02-17T14:35:55.830Z,-3.3439,152.1346,368.16,6.3,mww,,21,0.842,1.44,us,us2000jj68,2019-02-19T18:30:33.040Z,"48km NW of Namatanai, Papua New Guinea",earthquake,9,3.8,0.043,51,reviewed,us,us
2019-02-17T14:32:44.250Z,40.4815,-124.7653333,23.59,2.77,md,34,259,0.3264,0.21,nc,nc73143186,2019-02-20T04:24:04.645Z,"44km WSW of Ferndale, CA",earthquake,0.87,2.67,0.203,29,reviewed,nc,nc
2019-02-17T13:46:57.087Z,61.3614,-150.1226,21.3,2.8,ml,,,,0.84,ak,ak01927lt9y0,2019-02-18T14:54:52.040Z,"19km NW of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-17T13:22:08.040Z,-23.47,-64.696,10,5.1,mww,,64,3.245,0.99,us,us2000jj5u,2019-02-19T18:36:46.040Z,"29km NW of Yuto, Argentina",earthquake,8.1,1.8,0.071,19,reviewed,us,us
2019-02-17T13:18:25.470Z,1.1478,127.3857,159.67,4.5,mb,,54,0.374,0.84,us,us2000jj5r,2019-02-18T14:26:22.040Z,"38km N of Ternate, Indonesia",earthquake,10.2,5.4,0.099,30,reviewed,us,us
2019-02-17T12:32:05.331Z,63.0915,-151.556,1.3,2.7,ml,,,,1.06,ak,ak01927l4qa6,2019-02-17T13:19:25.040Z,"113km NW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-17T12:25:35.393Z,63.1068,-151.5632,7.2,2.8,ml,,,,0.92,ak,ak01927l3akq,2019-02-17T13:12:42.040Z,"114km NW of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-02-17T11:50:35.620Z,19.2296,-66.5465,40,3,md,5,315,0.7527,0.13,pr,pr2019048012,2019-02-17T15:55:58.216Z,"85km NNE of Arecibo, Puerto Rico",earthquake,1.49,5.56,0.09,3,reviewed,pr,pr
2019-02-17T11:36:47.630Z,35.2863333,-118.5346667,6.86,3.43,ml,59,38,0.09329,0.14,ci,ci37533186,2019-02-19T15:53:16.822Z,"19km NNW of Tehachapi, CA",earthquake,0.12,0.42,0.152,313,reviewed,ci,ci
2019-02-17T11:29:17.260Z,-55.1028,-31.6533,10,5,mb,,92,2.923,0.74,us,us2000jj4h,2019-02-17T11:45:01.040Z,"South Georgia Island region",earthquake,11.5,1.9,0.07,65,reviewed,us,us
2019-02-17T10:51:14.970Z,19.2251,-66.5153,12,2.79,md,10,314,0.7481,0.26,pr,pr2019048007,2019-02-17T12:16:13.350Z,"84km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,9.15,12.82,0.25,7,reviewed,pr,pr
2019-02-17T10:34:30.320Z,18.9878,-66.9285,33,2.99,md,12,223,0.5514,0.49,pr,pr2019048011,2019-02-17T13:14:43.052Z,"54km N of Isabela, Puerto Rico",earthquake,2.08,8.47,0.11,6,reviewed,pr,pr
2019-02-17T10:26:53.200Z,-50.8666,-74.5527,12.74,4.3,mb,,205,1.522,1.06,us,us2000jj3z,2019-02-17T10:53:38.040Z,"171km WSW of El Calafate, Argentina",earthquake,11.4,6.8,0.097,30,reviewed,us,us
2019-02-17T10:17:56.080Z,19.5415,-67.8933,70,2.83,md,5,293,1.1375,0.61,pr,pr2019048010,2019-02-17T13:08:16.040Z,"75km NNE of Punta Cana, Dominican Republic",earthquake,11.68,22.96,0.54,4,reviewed,pr,pr
2019-02-17T10:14:25.700Z,18.832,-68.6321,95,2.78,md,7,195,0.405,0.5,pr,pr2019048009,2019-02-17T13:06:36.040Z,"12km NNW of Otra Banda, Dominican Republic",earthquake,8.3,2.74,0.48,4,reviewed,pr,pr
2019-02-17T10:07:31.510Z,-26.3966,178.4366,614.34,4.6,mb,,124,8.617,0.68,us,us2000jj3x,2019-02-17T10:26:12.040Z,"South of the Fiji Islands",earthquake,13.1,9.4,0.084,42,reviewed,us,us
2019-02-17T10:04:23.040Z,20.1765,-155.8041667,12.17,3.03,ml,35,104,0.05301,0.1,hv,hv70814851,2019-02-19T02:52:49.232Z,"10km S of Kapaau, Hawaii",earthquake,0.44,0.25,0.164,39,reviewed,hv,hv
2019-02-17T09:55:24.160Z,38.3515,-122.3983333,7.99,3.7,mw,199,38,0.04764,0.13,nc,nc73143141,2019-02-21T04:46:15.002Z,"6km SSW of Yountville, CA",earthquake,0.09,0.14,,5,reviewed,nc,nc
2019-02-17T09:26:36.730Z,-11.5408,118.8331,10,4.2,mb,,92,4.423,0.77,us,us2000jj3r,2019-02-17T09:45:24.040Z,"205km SW of Tawui, Indonesia",earthquake,5.5,1.9,0.121,19,reviewed,us,us
2019-02-17T09:02:55.140Z,15.895,-87.5392,10,3.9,mb,,58,1.845,1.1,us,us2000jj3j,2019-02-17T20:12:15.383Z,"15km NW of Tela, Honduras",earthquake,4,2,0.114,20,reviewed,us,us
2019-02-17T08:23:01.750Z,18.799,-67.4365,10,2.7,md,18,200,0.4167,0.63,pr,pr2019048008,2019-02-17T12:53:11.979Z,"49km NW of San Antonio, Puerto Rico",earthquake,1.87,1.47,0.37,17,reviewed,pr,pr
2019-02-17T05:36:08.210Z,19.0035,-68.4358,109,3.03,md,18,173,0.4926,0.6,pr,pr2019048003,2019-02-17T07:05:20.369Z,"45km NNE of Otra Banda, Dominican Republic",earthquake,4.36,2.56,0.44,20,reviewed,pr,pr
2019-02-17T04:34:25.716Z,61.3496,-150.0823,19.9,2.5,ml,,,,0.7,ak,ak01927gdqho,2019-02-17T04:45:51.040Z,"17km NNW of Anchorage, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-17T04:05:57.170Z,18.9038,-64.0685,105,3.23,md,3,353,1.9365,0.5,pr,pr2019048006,2019-02-17T09:19:37.694Z,"79km NE of Road Town, British Virgin Islands",earthquake,24.76,22.58,0.55,3,reviewed,pr,pr
2019-02-17T04:03:32.690Z,-3.1996,146.6351,10,4.6,mb,,165,1.361,1.28,us,us2000jj1z,2019-02-17T04:34:17.040Z,"148km SSW of Lorengau, Papua New Guinea",earthquake,6.8,2,0.136,17,reviewed,us,us
2019-02-17T03:51:28.100Z,19.3946,-67.713,33,2.91,md,7,332,1.1053,0.42,pr,pr2019048005,2019-02-20T22:42:47.040Z,"92km NE of Punta Cana, Dominican Republic",earthquake,4,26.04,0.34,7,reviewed,pr,pr
2019-02-17T02:58:32.400Z,22.4015,92.9181,10,4.8,mb,,39,0.674,0.84,us,us2000jj1j,2019-02-17T12:29:18.915Z,"10km SSW of Saiha, India",earthquake,7,1.9,0.077,53,reviewed,us,us
2019-02-17T02:13:39.720Z,25.2789,124.6484,10,5,mb,,89,1.692,0.74,us,us2000jj18,2019-02-17T02:31:48.040Z,"83km NW of Hirara, Japan",earthquake,8.3,1.9,0.079,51,reviewed,us,us
2019-02-17T02:03:09.780Z,18.963,-66.2546,18,2.62,md,13,275,0.5583,0.35,pr,pr2019048002,2019-02-17T06:23:35.040Z,"55km N of Brenas, Puerto Rico",earthquake,4.21,8.39,0.41,12,reviewed,pr,pr
2019-02-17T01:07:51.227Z,61.4825,-150.2207,36.3,3,ml,,,,0.66,ak,ak01927efp6o,2019-02-17T04:18:03.795Z,"14km WSW of Big Lake, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-02-16T23:22:23.870Z,54.8384,163.2375,10,4.1,mb,,181,3.265,0.68,us,us2000jj0k,2019-02-21T05:24:37.040Z,"161km SSE of Ust'-Kamchatsk Staryy, Russia",earthquake,15.9,2,0.099,28,reviewed,us,us
2019-02-16T23:10:21.670Z,-12.1025,-74.2343,10,4.3,mb,,98,2.553,1.08,us,us2000jizi,2019-02-16T23:37:49.040Z,"69km NNW of Ayna, Peru",earthquake,4.7,1.9,0.125,18,reviewed,us,us
2019-02-16T23:09:50.770Z,54.2232,-161.6801,46.66,3.6,mb,,177,1.194,0.82,us,us2000jizh,2019-02-16T23:23:51.040Z,"126km SSE of Cold Bay, Alaska",earthquake,7.1,11.6,0.189,7,reviewed,us,us
2019-02-16T22:44:28.300Z,-27.9366,-67.0121,194.66,4.3,mb,,81,2.179,1.37,us,us2000jiza,2019-02-17T00:25:10.040Z,"27km SSE of Londres, Argentina",earthquake,8.1,12.2,0.217,6,reviewed,us,us
2019-02-16T22:35:08.630Z,69.5346,-144.1283,10,4,ml,,,,0.98,ak,ak019263kdhw,2019-02-16T23:01:15.284Z,"57km SSW of Kaktovik, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-02-16T22:28:37.390Z,-30.7399,59.3991,10,4.9,mb,,86,10.08,0.51,us,us2000jiz9,2019-02-16T22:55:06.040Z,"Southwest Indian Ridge",earthquake,9.2,1.9,0.093,36,reviewed,us,us
2019-02-16T22:05:30.740Z,38.732,-112.4938333,8.06,3.28,ml,23,68,0.1276,0.18,uu,uu60312977,2019-02-19T15:36:47.878Z,"30km SSW of Fillmore, Utah",earthquake,0.33,0.86,0.184,19,reviewed,uu,uu
2019-02-16T21:49:24.260Z,53.566,161.1651,35,4.5,mb,,136,1.604,1.37,us,us2000jiyt,2019-02-16T22:07:35.040Z,"177km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,9.9,2,0.087,39,reviewed,us,us
2019-02-16T21:22:50.830Z,44.465,-111.0071667,8.19,3.09,ml,21,95,0.1235,0.19,uu,uu60312957,2019-02-19T15:02:54.509Z,"14km W of Old Faithful Geyser, Wyoming",earthquake,0.45,2.38,0.256,8,reviewed,uu,uu
2019-02-16T21:09:04.890Z,4.231,126.897,32.41,4.3,mb,,142,3.11,0.9,us,us2000jiy8,2019-02-17T00:00:35.040Z,"205km SE of Sarangani, Philippines",earthquake,8.5,1.8,0.116,21,reviewed,us,us
2019-02-16T21:07:22.730Z,18.1858,-67.5075,15,2.66,md,7,252,0.2007,0.2,pr,pr2019047023,2019-02-17T00:30:04.184Z,"31km WSW of Stella, Puerto Rico",earthquake,1.25,1.46,0.15,5,reviewed,pr,pr
2019-02-16T20:53:13.700Z,37.3338,20.9782,16.19,4,mb,,134,0.771,0.87,us,us2000jiy5,2019-02-21T05:01:08.040Z,"44km SSE of Lithakia, Greece",earthquake,4.4,7.4,0.183,8,reviewed,us,us
2019-02-16T19:04:23.450Z,39.9826667,-121.2266667,-0.81,2.84,ml,47,82,0.2695,0.2,nc,nc73143016,2019-02-20T02:46:04.863Z,"3km SE of Belden, CA",earthquake,0.31,2.08,0.146,9,reviewed,nc,nc
2019-02-16T18:28:55.330Z,19.0778,-68.0565,54,3.11,md,9,190,0.6508,0.23,pr,pr2019047022,2019-02-20T14:56:23.040Z,"34km NE of Otra Banda, Dominican Republic",earthquake,1.86,4.18,0.06,4,reviewed,pr,pr
2019-02-16T18:27:32.122Z,60.5105,-151.6356,54.6,2.9,ml,,,,0.71,ak,ak0192614yvt,2019-02-20T14:47:55.040Z,"21km WNW of Kalifornsky, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-02-16T17:08:50.200Z,35.5612,-97.0863,5,2.7,ml,,31,0.02,0.6,us,us2000jiw5,2019-02-20T14:45:54.013Z,"10km NE of Harrah, Oklahoma",earthquake,0.9,1.7,,34,reviewed,ok,ok
